amount,failure_type,payment_method,customer_history,retry_number,time_since_failure_hours,card_issuer,is_recoverable
33617.86,timeout,card,medium,2,17,SBI,0
30944.6,duplicate,upi,bad,3,44,None,0
17972.32,hard_decline,upi,medium,1,40,None,0
5766.52,duplicate,upi,good,1,12,Axis,0
33611.5,timeout,card,bad,2,67,None,1
26063.35,soft_decline,netbanking,good,1,67,Axis,1
38638.69,soft_decline,netbanking,bad,3,23,HDFC,0
26056.16,hard_decline,upi,medium,1,32,None,0
42623.86,hard_decline,card,bad,1,54,SBI,0
27640.15,hard_decline,card,medium,3,2,ICICI,0
28090.8,hard_decline,upi,bad,2,2,None,0
43845.01,timeout,card,good,3,29,SBI,0
20233.8,hard_decline,upi,medium,3,17,HDFC,0
6787.36,soft_decline,card,bad,2,65,ICICI,0
1536.26,timeout,upi,bad,3,42,SBI,1
37781.35,soft_decline,card,good,2,65,ICICI,1
31053.45,duplicate,card,medium,3,26,Axis,0
35233.58,soft_decline,card,medium,1,18,HDFC,1
10726.91,duplicate,card,good,2,15,Axis,0
6904.94,soft_decline,upi,medium,2,25,None,1
825.78,soft_decline,upi,bad,1,13,None,0
17594.32,soft_decline,upi,medium,1,46,Axis,0
29536.89,timeout,upi,medium,2,17,ICICI,1
19672.98,timeout,upi,bad,1,27,Axis,1
21930.0,hard_decline,card,good,3,18,None,0
45217.52,duplicate,card,medium,3,29,ICICI,0
17477.95,hard_decline,card,bad,3,20,HDFC,1
25748.08,timeout,upi,bad,1,20,Axis,0
39204.29,timeout,card,bad,1,47,Axis,1
19887.48,soft_decline,card,bad,1,54,None,1
31142.13,soft_decline,upi,good,2,29,Axis,1
43131.95,duplicate,netbanking,medium,3,41,None,0
47481.08,duplicate,upi,bad,2,36,ICICI,0
7438.97,duplicate,upi,good,2,40,HDFC,0
46336.72,duplicate,upi,good,2,45,None,0
24656.6,soft_decline,card,bad,3,59,ICICI,0
12986.39,timeout,upi,bad,3,0,ICICI,1
23010.87,hard_decline,netbanking,medium,3,53,HDFC,0
49003.63,duplicate,card,bad,1,34,None,0
24681.64,hard_decline,card,bad,3,15,None,0
16504.71,hard_decline,card,bad,1,4,ICICI,0
31706.7,hard_decline,card,bad,1,30,None,0
12083.27,soft_decline,netbanking,medium,1,36,SBI,1
3885.58,soft_decline,card,bad,3,24,None,0
6531.1,timeout,card,medium,3,61,None,1
6489.49,timeout,netbanking,bad,3,24,None,0
7679.94,soft_decline,upi,bad,3,66,ICICI,0
7027.48,timeout,upi,good,2,37,ICICI,1
32079.65,timeout,netbanking,good,3,47,SBI,1
9175.82,hard_decline,card,good,3,63,ICICI,0
17348.8,soft_decline,upi,bad,3,1,None,0
44849.74,timeout,card,bad,3,63,None,0
23750.69,timeout,card,medium,3,68,None,0
33411.13,hard_decline,card,medium,2,19,ICICI,0
8698.76,timeout,card,bad,2,10,ICICI,1
9695.22,soft_decline,netbanking,medium,1,30,HDFC,0
2139.34,hard_decline,netbanking,good,1,34,HDFC,0
8529.86,soft_decline,netbanking,medium,3,43,HDFC,0
14001.66,soft_decline,card,bad,1,54,ICICI,0
8932.82,timeout,netbanking,bad,2,44,ICICI,0
4526.26,duplicate,upi,medium,3,20,HDFC,0
6119.73,hard_decline,card,good,1,51,None,0
23092.86,soft_decline,upi,medium,1,19,Axis,1
10396.05,timeout,card,bad,2,8,Axis,1
18277.07,timeout,card,medium,3,8,SBI,0
25220.52,timeout,netbanking,medium,1,57,ICICI,1
34550.7,timeout,upi,good,2,70,None,0
2061.68,hard_decline,card,bad,3,32,ICICI,0
39990.58,timeout,upi,good,2,0,Axis,1
31432.23,soft_decline,netbanking,good,3,2,ICICI,0
4179.78,soft_decline,upi,bad,3,38,None,1
43691.57,soft_decline,card,bad,3,11,None,0
46051.53,hard_decline,card,medium,2,15,ICICI,0
3147.79,duplicate,card,medium,3,49,None,0
13916.19,timeout,netbanking,medium,1,26,Axis,1
40329.44,soft_decline,card,good,3,28,None,1
37438.16,soft_decline,card,good,3,68,ICICI,0
9307.6,soft_decline,card,medium,2,51,ICICI,0
10546.53,soft_decline,netbanking,good,3,5,None,1
18586.56,timeout,upi,bad,1,23,ICICI,1
24277.7,duplicate,upi,good,1,39,None,0
30950.91,duplicate,card,medium,3,32,ICICI,0
18508.79,timeout,card,medium,2,8,HDFC,1
23180.48,timeout,netbanking,medium,1,48,Axis,1
37398.8,hard_decline,netbanking,medium,2,66,ICICI,0
1930.49,soft_decline,netbanking,bad,3,22,None,0
12696.6,hard_decline,netbanking,medium,2,21,ICICI,0
35696.14,hard_decline,netbanking,bad,3,71,ICICI,0
44770.82,timeout,upi,medium,3,7,Axis,0
25632.7,soft_decline,netbanking,good,2,18,None,0
26652.46,soft_decline,upi,medium,1,37,None,0
5447.88,soft_decline,card,medium,3,5,HDFC,0
22425.88,duplicate,card,bad,3,51,SBI,0
26677.6,hard_decline,netbanking,bad,3,33,Axis,0
12199.28,timeout,card,good,1,10,HDFC,1
13535.24,timeout,netbanking,good,1,42,SBI,1
18926.48,soft_decline,card,good,3,34,None,1
1101.55,hard_decline,card,bad,1,10,HDFC,0
16171.75,timeout,card,good,2,39,ICICI,1
10651.26,hard_decline,card,medium,2,31,SBI,0
16442.12,duplicate,card,medium,2,48,None,0
6076.13,soft_decline,card,medium,2,56,ICICI,0
44537.31,soft_decline,netbanking,good,3,64,ICICI,1
29720.26,timeout,card,good,2,47,HDFC,0
33987.21,timeout,card,medium,1,51,None,1
39479.64,duplicate,card,good,3,38,SBI,0
24972.27,timeout,upi,good,1,53,HDFC,1
4437.32,duplicate,upi,good,2,24,HDFC,0
26901.62,timeout,upi,medium,3,44,HDFC,0
29383.37,timeout,card,medium,3,28,ICICI,1
37297.43,hard_decline,card,good,3,31,None,0
21639.81,soft_decline,upi,medium,2,66,Axis,1
6466.26,duplicate,netbanking,good,1,11,None,0
14260.42,hard_decline,card,medium,3,57,HDFC,0
18217.81,hard_decline,card,good,1,19,ICICI,1
32331.27,hard_decline,card,medium,2,49,SBI,0
28581.84,hard_decline,card,good,2,7,SBI,0
17869.23,hard_decline,upi,bad,1,30,HDFC,0
49327.11,soft_decline,upi,good,3,23,SBI,0
30328.16,timeout,card,bad,1,12,ICICI,0
11937.62,hard_decline,card,bad,3,71,HDFC,0
5178.95,hard_decline,netbanking,medium,3,41,Axis,0
7727.67,soft_decline,netbanking,bad,1,25,HDFC,1
12373.29,soft_decline,netbanking,good,3,37,None,0
8118.0,soft_decline,card,good,3,37,None,0
9409.69,timeout,upi,good,3,54,ICICI,1
14326.25,soft_decline,card,good,2,9,None,1
8751.34,duplicate,card,medium,3,10,SBI,0
44848.59,soft_decline,card,medium,1,2,None,0
4103.66,soft_decline,upi,good,2,22,None,1
26273.12,soft_decline,card,medium,3,61,None,1
20578.8,soft_decline,netbanking,good,2,69,HDFC,1
49120.69,timeout,card,medium,1,40,Axis,0
5690.74,timeout,card,bad,2,40,None,0
19952.99,timeout,card,medium,2,3,HDFC,1
48476.57,soft_decline,card,medium,3,2,None,0
43288.81,soft_decline,card,medium,1,50,None,0
40871.9,hard_decline,card,bad,1,54,None,1
12969.35,duplicate,card,good,2,62,SBI,0
8627.29,soft_decline,card,bad,3,48,ICICI,0
33465.3,timeout,upi,medium,2,71,SBI,1
46475.86,hard_decline,card,medium,2,69,None,1
27882.47,soft_decline,upi,bad,2,68,SBI,1
28623.47,hard_decline,upi,bad,3,7,ICICI,1
14070.96,soft_decline,card,medium,2,7,HDFC,1
38497.7,timeout,netbanking,good,3,18,SBI,1
9433.48,soft_decline,upi,bad,1,54,ICICI,0
16251.59,timeout,card,medium,2,71,Axis,1
21329.28,soft_decline,netbanking,medium,1,7,SBI,0
25429.76,duplicate,netbanking,good,2,56,HDFC,0
12196.25,soft_decline,netbanking,medium,1,71,SBI,1
5830.36,timeout,upi,bad,3,6,None,0
30569.94,timeout,card,good,2,45,None,1
14502.66,duplicate,card,bad,2,21,HDFC,0
29103.79,hard_decline,upi,good,3,43,SBI,0
7802.7,timeout,netbanking,good,1,4,None,1
24108.89,soft_decline,upi,medium,1,24,HDFC,1
26676.21,soft_decline,netbanking,bad,3,46,ICICI,0
2685.99,hard_decline,card,bad,1,42,Axis,0
16896.55,soft_decline,card,bad,3,14,ICICI,0
6807.29,duplicate,netbanking,good,1,63,SBI,0
3262.41,soft_decline,upi,bad,3,30,None,0
49499.02,hard_decline,netbanking,bad,3,43,HDFC,0
16185.46,timeout,upi,good,3,46,HDFC,1
40512.73,hard_decline,card,medium,3,11,HDFC,0
12806.57,timeout,upi,medium,1,63,ICICI,1
34106.99,soft_decline,netbanking,medium,2,22,SBI,1
38035.37,hard_decline,upi,bad,1,49,HDFC,1
29822.37,soft_decline,card,good,3,35,None,0
23631.65,duplicate,card,medium,2,10,None,0
20650.86,timeout,upi,good,2,46,ICICI,1
17508.53,duplicate,card,medium,1,55,ICICI,0
46483.5,soft_decline,upi,bad,3,68,HDFC,0
41547.91,soft_decline,card,good,3,36,ICICI,0
48254.84,soft_decline,card,medium,3,9,ICICI,1
6302.43,soft_decline,netbanking,bad,3,55,Axis,0
36570.29,soft_decline,card,bad,3,41,SBI,0
46923.19,timeout,netbanking,medium,2,29,None,1
9143.53,soft_decline,card,good,1,21,None,1
3418.16,hard_decline,netbanking,medium,1,54,HDFC,0
37081.92,timeout,card,bad,1,37,None,1
28766.21,timeout,card,bad,2,55,HDFC,1
42107.26,soft_decline,netbanking,good,2,70,ICICI,0
7074.64,soft_decline,upi,medium,1,35,Axis,0
39783.84,hard_decline,card,good,2,10,SBI,0
10161.2,soft_decline,netbanking,good,2,6,Axis,1
8266.43,timeout,upi,medium,1,33,None,0
8296.86,soft_decline,netbanking,good,2,62,None,1
40747.28,timeout,upi,good,3,1,HDFC,1
33293.34,timeout,card,bad,1,61,Axis,1
26200.96,timeout,card,medium,1,6,None,1
18005.64,soft_decline,card,bad,1,42,None,1
43872.31,soft_decline,upi,medium,1,17,SBI,1
19683.01,timeout,card,bad,2,19,None,1
40848.31,hard_decline,card,medium,1,6,HDFC,0
22012.83,soft_decline,card,good,3,51,HDFC,0
18909.53,soft_decline,card,medium,2,36,None,0
23187.72,soft_decline,netbanking,good,2,45,SBI,1
15138.76,timeout,upi,bad,1,41,HDFC,1
37405.71,soft_decline,upi,medium,2,59,ICICI,0
25185.75,hard_decline,netbanking,good,2,31,HDFC,0
11687.41,hard_decline,upi,medium,2,37,SBI,0
44988.77,hard_decline,netbanking,bad,1,38,HDFC,1
19256.17,timeout,card,good,3,25,HDFC,0
27223.29,timeout,card,good,1,29,ICICI,1
45332.96,hard_decline,card,bad,3,40,ICICI,0
31249.48,soft_decline,card,good,2,8,ICICI,0
5933.21,hard_decline,netbanking,good,3,31,ICICI,0
46997.62,timeout,upi,medium,1,55,Axis,1
31422.63,hard_decline,card,medium,1,52,Axis,1
16811.79,timeout,upi,medium,1,6,HDFC,1
7049.68,soft_decline,upi,medium,2,22,SBI,0
39721.86,timeout,card,bad,3,51,None,1
31041.63,soft_decline,upi,bad,1,20,HDFC,0
26719.71,timeout,netbanking,bad,1,22,None,1
44705.24,soft_decline,netbanking,medium,1,68,HDFC,0
39451.0,timeout,upi,good,2,17,HDFC,1
7668.58,soft_decline,card,bad,1,36,HDFC,0
15654.93,hard_decline,card,good,2,6,SBI,0
12499.61,timeout,card,bad,2,60,ICICI,0
37222.92,soft_decline,upi,good,1,2,SBI,0
1773.27,timeout,card,bad,2,0,None,1
28537.5,timeout,card,bad,2,59,ICICI,0
38146.69,hard_decline,netbanking,medium,1,5,None,0
43850.61,soft_decline,netbanking,good,1,70,HDFC,1
17169.88,hard_decline,upi,good,3,57,None,0
41080.74,hard_decline,card,medium,1,30,None,0
5620.52,hard_decline,card,good,3,7,ICICI,0
42337.97,timeout,card,medium,3,14,SBI,0
6461.68,hard_decline,upi,medium,3,6,HDFC,0
19924.64,soft_decline,card,medium,1,6,HDFC,1
39885.04,soft_decline,netbanking,medium,3,32,None,1
7580.88,soft_decline,netbanking,medium,3,40,Axis,1
11539.64,soft_decline,card,good,3,56,None,1
36140.4,timeout,card,bad,1,6,SBI,1
36029.82,timeout,upi,bad,1,58,ICICI,1
32093.27,soft_decline,netbanking,good,1,19,SBI,0
34728.03,duplicate,netbanking,good,1,70,HDFC,0
27181.95,hard_decline,card,bad,2,49,ICICI,0
12664.77,duplicate,card,good,1,13,ICICI,0
17350.23,timeout,upi,good,3,14,None,0
9161.73,timeout,upi,medium,1,9,HDFC,1
45431.68,soft_decline,card,good,2,64,ICICI,1
29211.25,soft_decline,upi,good,2,54,ICICI,1
20102.49,soft_decline,upi,bad,2,27,Axis,0
23154.09,timeout,card,good,1,47,ICICI,1
47369.44,soft_decline,netbanking,bad,2,2,HDFC,0
7752.24,timeout,card,good,2,59,ICICI,1
29352.87,soft_decline,upi,bad,2,2,SBI,0
25343.85,timeout,upi,medium,1,67,SBI,0
30611.57,soft_decline,card,good,2,38,HDFC,1
1003.7,soft_decline,upi,bad,2,53,ICICI,0
43618.98,soft_decline,upi,bad,3,31,None,0
46612.7,hard_decline,netbanking,good,3,15,Axis,0
28300.15,soft_decline,card,bad,3,16,SBI,0
34862.88,timeout,upi,medium,2,10,SBI,0
46132.72,soft_decline,upi,bad,3,31,ICICI,0
35391.21,soft_decline,upi,bad,1,26,ICICI,1
7711.7,timeout,netbanking,good,3,4,SBI,0
28856.79,soft_decline,card,good,1,17,None,0
30375.08,duplicate,card,medium,3,2,SBI,0
21264.12,duplicate,upi,bad,3,27,Axis,0
36848.57,soft_decline,card,medium,3,65,None,0
46724.91,soft_decline,netbanking,medium,1,33,SBI,1
46285.87,soft_decline,upi,good,1,21,None,1
22596.88,timeout,card,bad,3,29,None,0
5750.58,hard_decline,netbanking,medium,1,47,SBI,0
49243.58,timeout,card,bad,3,64,SBI,1
41961.01,timeout,upi,bad,2,60,None,0
6320.67,soft_decline,card,good,2,18,Axis,1
46050.01,timeout,card,good,2,51,Axis,0
43507.83,timeout,card,bad,1,40,None,1
25990.02,hard_decline,upi,good,2,64,Axis,0
29604.64,timeout,card,bad,3,49,Axis,1
20010.23,timeout,card,bad,3,40,ICICI,0
2832.61,soft_decline,card,medium,1,32,Axis,1
16826.34,hard_decline,card,good,3,16,None,0
40162.39,hard_decline,netbanking,good,2,54,Axis,0
331.14,soft_decline,card,medium,3,45,None,0
16741.61,duplicate,netbanking,good,1,58,ICICI,0
19968.62,soft_decline,upi,medium,3,70,HDFC,1
26916.04,timeout,upi,medium,3,56,SBI,0
46000.8,hard_decline,card,medium,2,19,HDFC,0
17382.67,soft_decline,netbanking,medium,1,40,HDFC,1
17412.96,duplicate,card,bad,2,70,HDFC,0
36901.31,timeout,upi,medium,3,37,SBI,0
22665.68,hard_decline,netbanking,medium,1,26,None,0
11307.78,soft_decline,netbanking,bad,3,8,HDFC,0
22676.73,soft_decline,upi,medium,3,67,ICICI,0
7128.77,soft_decline,netbanking,bad,2,37,None,0
8901.71,soft_decline,upi,good,3,24,None,0
24968.55,hard_decline,card,bad,1,13,None,0
21004.38,duplicate,card,medium,1,36,HDFC,0
45750.81,hard_decline,card,bad,2,49,Axis,0
18183.46,timeout,card,bad,2,71,ICICI,0
29071.36,timeout,upi,good,1,41,Axis,0
31649.99,hard_decline,upi,medium,2,53,SBI,0
753.41,timeout,card,bad,3,34,Axis,1
33210.51,hard_decline,netbanking,good,1,30,SBI,0
8983.99,timeout,card,bad,2,45,None,0
48057.41,soft_decline,netbanking,good,1,16,HDFC,1
7518.27,soft_decline,netbanking,bad,3,52,HDFC,0
20789.74,timeout,netbanking,good,2,21,None,1
4358.95,hard_decline,netbanking,medium,1,57,None,1
49844.03,timeout,card,good,3,40,HDFC,0
25159.53,duplicate,upi,good,2,2,HDFC,0
29809.71,soft_decline,card,medium,1,62,ICICI,1
3447.12,hard_decline,card,medium,3,65,SBI,0
37523.03,soft_decline,upi,good,3,45,HDFC,1
10574.29,timeout,card,bad,3,7,None,0
44912.91,timeout,netbanking,good,3,38,SBI,0
10336.47,soft_decline,netbanking,bad,3,24,None,0
9615.32,hard_decline,card,medium,2,46,ICICI,0
1923.83,timeout,upi,medium,3,33,HDFC,1
23656.14,soft_decline,card,good,2,67,None,1
28285.57,timeout,netbanking,medium,2,56,HDFC,0
3378.86,timeout,upi,medium,1,24,ICICI,1
38798.83,duplicate,card,good,1,61,SBI,0
22719.11,soft_decline,card,good,2,38,SBI,1
26267.07,soft_decline,card,good,3,6,HDFC,0
22094.06,hard_decline,netbanking,good,3,5,SBI,0
20098.08,soft_decline,card,good,2,53,HDFC,1
28026.05,duplicate,card,good,3,18,ICICI,0
7846.49,soft_decline,netbanking,medium,2,46,None,0
9178.21,timeout,netbanking,medium,1,18,ICICI,1
43103.1,hard_decline,netbanking,medium,3,33,None,0
47311.16,soft_decline,upi,good,3,42,SBI,0
18728.13,soft_decline,upi,medium,3,12,ICICI,1
13610.16,timeout,upi,medium,1,35,None,1
32235.58,hard_decline,card,medium,3,24,Axis,0
20495.84,soft_decline,upi,bad,2,55,SBI,0
1366.78,duplicate,card,medium,3,20,HDFC,0
7892.01,soft_decline,card,good,2,33,ICICI,1
35827.01,hard_decline,netbanking,medium,3,24,None,0
32980.3,hard_decline,card,good,2,10,None,0
1452.09,soft_decline,netbanking,bad,1,18,None,1
11176.41,duplicate,card,bad,3,48,HDFC,0
11630.63,soft_decline,card,medium,1,48,HDFC,0
33627.45,soft_decline,upi,bad,1,33,None,0
1083.56,soft_decline,upi,medium,3,1,HDFC,0
5295.02,timeout,upi,medium,3,29,ICICI,0
40015.81,hard_decline,netbanking,good,2,37,None,0
9009.38,timeout,card,medium,3,14,ICICI,1
32672.03,soft_decline,netbanking,bad,3,59,HDFC,0
11985.32,soft_decline,card,bad,2,3,HDFC,0
5062.13,timeout,netbanking,medium,2,13,HDFC,0
12234.29,soft_decline,card,medium,3,7,HDFC,0
36141.12,timeout,netbanking,medium,3,10,SBI,0
42799.25,soft_decline,upi,bad,3,49,HDFC,0
41527.97,timeout,card,medium,1,37,HDFC,1
19919.46,soft_decline,netbanking,medium,1,23,None,1
33437.45,timeout,card,medium,3,37,None,1
10328.72,soft_decline,card,bad,2,61,None,0
14728.07,soft_decline,netbanking,bad,3,55,None,0
44827.16,soft_decline,card,good,3,64,Axis,1
748.8,soft_decline,card,good,1,16,ICICI,0
4366.88,soft_decline,upi,bad,3,16,ICICI,0
10473.52,hard_decline,netbanking,bad,3,26,ICICI,0
1423.96,hard_decline,card,medium,1,24,None,0
9153.63,timeout,upi,medium,1,48,Axis,1
29193.77,timeout,upi,bad,2,57,None,1
21129.09,timeout,netbanking,bad,2,0,ICICI,1
44644.32,hard_decline,netbanking,bad,2,12,Axis,0
40890.43,hard_decline,upi,good,3,52,None,0
17156.69,hard_decline,upi,bad,2,20,HDFC,0
13045.23,timeout,card,good,1,0,Axis,1
19046.65,soft_decline,card,bad,2,30,HDFC,0
29555.72,soft_decline,upi,good,3,60,ICICI,1
13476.38,timeout,netbanking,medium,3,2,None,1
31245.03,soft_decline,upi,medium,2,28,SBI,1
20529.64,timeout,card,bad,3,47,None,0
27647.15,timeout,card,medium,3,61,ICICI,1
21862.71,soft_decline,upi,good,3,24,HDFC,0
14793.84,soft_decline,upi,bad,2,33,ICICI,0
47427.82,hard_decline,upi,medium,3,17,None,0
38203.93,timeout,upi,medium,2,64,None,1
7091.65,soft_decline,card,bad,2,27,ICICI,0
43436.55,timeout,netbanking,medium,3,3,None,0
24422.82,hard_decline,upi,bad,2,20,HDFC,1
44738.16,soft_decline,card,medium,2,69,HDFC,1
40012.78,soft_decline,card,bad,3,20,None,0
21318.15,timeout,netbanking,bad,3,19,None,0
1221.22,soft_decline,netbanking,medium,2,40,HDFC,0
13507.0,timeout,card,bad,1,52,ICICI,1
27127.55,hard_decline,card,medium,1,61,None,0
31710.56,hard_decline,card,bad,1,30,HDFC,0
12968.6,timeout,card,bad,1,24,None,1
7053.87,timeout,upi,medium,2,68,Axis,1
41763.02,soft_decline,upi,medium,3,71,Axis,1
49221.67,soft_decline,upi,bad,1,16,Axis,0
26331.94,timeout,upi,good,3,19,Axis,0
8666.8,hard_decline,card,medium,1,44,HDFC,0
13688.14,soft_decline,card,medium,1,49,ICICI,1
1017.69,duplicate,card,good,1,50,Axis,0
45723.51,soft_decline,card,bad,3,71,SBI,0
5975.78,soft_decline,card,good,3,32,SBI,0
28868.17,soft_decline,upi,good,1,28,ICICI,1
13775.36,timeout,netbanking,bad,3,21,SBI,0
27753.48,timeout,upi,good,1,66,HDFC,1
32605.88,soft_decline,netbanking,medium,2,2,HDFC,0
41504.12,soft_decline,upi,bad,3,5,None,0
10400.42,soft_decline,upi,bad,1,39,None,0
648.69,timeout,card,bad,2,68,SBI,0
6930.59,soft_decline,netbanking,good,2,4,Axis,0
45010.93,duplicate,card,good,1,2,SBI,0
43707.11,soft_decline,card,medium,2,3,None,1
29910.91,duplicate,card,good,2,62,None,0
30065.79,soft_decline,netbanking,medium,1,4,ICICI,1
33285.33,timeout,netbanking,medium,2,60,ICICI,0
8851.03,soft_decline,upi,medium,2,56,HDFC,0
45729.16,soft_decline,upi,good,1,41,HDFC,1
20996.65,timeout,upi,medium,1,55,SBI,1
19218.61,timeout,netbanking,medium,2,71,ICICI,1
25993.99,hard_decline,upi,good,3,27,ICICI,0
2443.6,timeout,netbanking,medium,1,54,HDFC,1
8397.54,hard_decline,card,medium,3,37,None,0
36927.88,timeout,card,bad,1,22,HDFC,1
4231.65,soft_decline,netbanking,bad,3,6,ICICI,0
30197.29,hard_decline,card,bad,1,37,ICICI,0
12342.92,hard_decline,netbanking,medium,2,56,HDFC,0
19525.85,soft_decline,upi,good,2,36,None,0
14505.82,timeout,netbanking,good,3,5,ICICI,0
17848.07,soft_decline,card,bad,3,9,SBI,0
35980.39,soft_decline,upi,good,1,26,Axis,0
14926.37,hard_decline,card,medium,1,56,Axis,0
28363.59,timeout,upi,good,3,15,SBI,0
23854.92,soft_decline,upi,good,3,58,Axis,1
33217.19,soft_decline,netbanking,bad,2,27,None,0
46847.8,duplicate,upi,good,3,2,None,0
36655.35,soft_decline,card,medium,2,56,Axis,1
10825.52,timeout,netbanking,good,3,64,SBI,1
1656.04,timeout,card,medium,2,66,SBI,1
13186.98,hard_decline,card,bad,2,29,None,0
29794.39,duplicate,card,medium,2,18,Axis,0
2666.15,timeout,netbanking,bad,1,7,SBI,0
24868.68,hard_decline,card,good,2,61,ICICI,0
29882.46,hard_decline,card,medium,3,18,None,0
16778.77,timeout,netbanking,bad,3,35,None,1
38568.52,hard_decline,netbanking,bad,3,68,ICICI,0
5419.25,timeout,card,good,1,59,ICICI,1
3849.38,soft_decline,upi,good,2,33,None,1
36436.62,soft_decline,netbanking,good,1,54,Axis,0
24825.02,soft_decline,card,good,2,26,ICICI,1
34451.28,soft_decline,netbanking,good,3,38,ICICI,0
21797.88,soft_decline,upi,medium,2,41,ICICI,0
12395.46,timeout,upi,medium,1,41,HDFC,1
40973.21,timeout,card,bad,1,47,SBI,1
39990.85,timeout,upi,good,1,30,None,0
34765.35,timeout,card,bad,1,21,Axis,1
13680.04,timeout,upi,bad,3,40,Axis,0
29552.51,hard_decline,card,bad,1,23,Axis,0
18112.6,timeout,card,bad,1,39,HDFC,1
4669.95,soft_decline,card,bad,1,31,HDFC,0
45873.95,duplicate,netbanking,bad,3,50,ICICI,0
6927.25,timeout,card,medium,2,32,None,1
47516.84,soft_decline,card,medium,3,27,ICICI,1
22355.69,hard_decline,card,bad,3,62,ICICI,0
9338.13,hard_decline,upi,medium,3,21,HDFC,0
27140.86,soft_decline,card,good,2,17,None,1
43660.0,hard_decline,upi,bad,1,1,None,0
36638.02,soft_decline,card,medium,3,25,None,1
40347.4,soft_decline,card,bad,1,38,ICICI,0
32973.29,duplicate,upi,good,1,16,HDFC,0
34644.6,timeout,netbanking,medium,2,15,ICICI,1
42474.86,timeout,card,good,2,26,None,1
12558.43,timeout,card,bad,3,48,HDFC,0
24522.31,soft_decline,card,good,2,2,None,1
11138.35,hard_decline,upi,bad,2,41,SBI,0
49384.63,timeout,card,good,2,62,None,1
47208.56,duplicate,netbanking,good,1,28,SBI,0
2067.4,soft_decline,card,good,2,1,None,1
35308.2,timeout,card,medium,3,13,ICICI,0
46269.89,duplicate,card,medium,2,11,Axis,0
9110.71,timeout,upi,good,3,23,HDFC,0
28440.47,duplicate,upi,medium,3,27,SBI,0
45782.87,soft_decline,card,good,2,17,None,1
1793.9,duplicate,netbanking,bad,1,5,HDFC,0
34901.27,timeout,card,good,3,29,SBI,0
14937.72,soft_decline,upi,medium,3,33,Axis,0
46227.37,duplicate,upi,medium,3,57,None,0
48555.81,hard_decline,card,bad,2,27,ICICI,1
47218.9,hard_decline,netbanking,bad,3,71,SBI,1
23763.29,hard_decline,netbanking,bad,2,52,None,1
43115.93,soft_decline,card,good,3,15,None,1
42243.01,hard_decline,upi,bad,1,25,None,0
16023.11,timeout,card,bad,3,64,None,0
41462.88,soft_decline,upi,bad,2,56,SBI,0
1946.68,soft_decline,card,medium,2,30,SBI,0
29853.87,soft_decline,netbanking,bad,3,26,ICICI,0
11577.44,hard_decline,card,medium,2,48,SBI,1
6116.29,timeout,card,medium,1,8,HDFC,0
3939.96,timeout,card,medium,2,25,HDFC,0
34844.81,duplicate,card,medium,3,5,ICICI,0
17059.76,timeout,upi,medium,1,6,ICICI,1
36265.86,soft_decline,card,medium,2,12,None,0
3361.28,duplicate,upi,bad,3,48,HDFC,0
15832.99,timeout,card,medium,2,9,None,1
